name,review_text,rating,institution
RAFTAAR !!!!!!!,Not allowed for non- IITian students,5,IIT BHU Varanasi Library
Rajan Kumar,No Text,5,IIT BHU Varanasi Library
Vikram Singh,Paradise for book lovers.,5,IIT BHU Varanasi Library
Abhijit Roy,No Text,5,IIT BHU Varanasi Library
Prince Maurya,No Text,4,IIT BHU Varanasi Library
VIJAY TRIPATHI,Good,4,IIT BHU Varanasi Library
Indrajeet Haldhar,Good library 🏫📚 …,5,IIT BHU Varanasi Library
Umed Gill,No Text,5,IIT BHU Varanasi Library
Nigam Singh,No Text,5,IIT BHU Varanasi Library
Ashish Raj,No Text,5,IIT BHU Varanasi Library
satyaprakash sahoo,"Well, it's a very nice library with great inventory of books including both pure and applied sciences.",5,IIT BHU Varanasi Library
priyesh kumar,No Text,5,IIT BHU Varanasi Library
Dr. Krishna kant Akshar,No Text,5,IIT BHU Varanasi Library
Ansuman Mahakul,No Text,5,IIT BHU Varanasi Library
Rajdeep Yadav,No Text,5,IIT BHU Varanasi Library
ashish gupta,No Text,5,IIT BHU Varanasi Library
Shubham Samrat,No Text,5,IIT BHU Varanasi Library
Kancherla Venu Madhav,No Text,5,IIT BHU Varanasi Library
karan khati,No Text,4,IIT BHU Varanasi Library
VAIBHAV GUPTA,Heaven for students,5,IIT BHU Varanasi Library
Piyush Jaital,No Text,5,IIT BHU Varanasi Library
Rahul Pandey,No Text,5,IIT BHU Varanasi Library
Raja Baidyo,No Text,5,IIT BHU Varanasi Library
Atif Sufyaan,No Text,5,IIT BHU Varanasi Library
Dheeraj Mishra,No Text,5,IIT BHU Varanasi Library
Shubham Kumar,No Text,5,IIT BHU Varanasi Library
Gajendra T A,No Text,5,IIT BHU Varanasi Library
Dhruv Baweja,No Text,5,IIT BHU Varanasi Library
Ishan Mishra,No Text,5,IIT BHU Varanasi Library
Divyansh Gupta,Nyc environment,4,IIT BHU Varanasi Library
Suraj Tupe,No Text,4,IIT BHU Varanasi Library
abhishek kumar,No Text,5,IIT BHU Varanasi Library
kakkunuru kashyap,No Text,5,IIT BHU Varanasi Library
yogendra meena,No Text,5,IIT BHU Varanasi Library
Sonu kumar,No Text,5,IIT BHU Varanasi Library
Raja Singh,No Text,5,IIT BHU Varanasi Library
Rahul Meena,No Text,5,IIT BHU Varanasi Library
Sanprit Nayan,No Text,5,IIT BHU Varanasi Library
RAHUL KHICHAR,No Text,5,IIT BHU Varanasi Library
Sandeep Kumar Patel,IIT bhu library and environment,5,IIT BHU Varanasi Library
Kalpana Barkane,Peaceful,4,IIT BHU Varanasi Library
Ankit Kumar,It has recently been uplifted and converted into a well equipped Reading Space.,5,IIT BHU Varanasi Library
Jitendra Meena,No Text,5,IIT BHU Varanasi Library
vamshi Krishna,No Text,5,IIT BHU Varanasi Library
Abhishek Thamman,No Text,5,IIT BHU Varanasi Library
abhishek raj,Silence,5,IIT BHU Varanasi Library
HEMANTH SUNKESULA,No Text,5,IIT BHU Varanasi Library
ANUJ SINGH,No Text,5,IIT BHU Varanasi Library
Dhirendra Kumar Dubey,100 Year old institution that is unparalleled in the universe.,5,IIT BHU Varanasi Library
vikash kumar bharti,No Text,4,IIT BHU Varanasi Library
dilesh yadav,No Text,5,IIT BHU Varanasi Library
anmol singh,No Text,5,IIT BHU Varanasi Library
Sunderam Tripathi,Has been transformed and much better than what it was an year ago.,4,IIT BHU Varanasi Library
Aman Kumar,It's a good place to study,5,IIT BHU Varanasi Library
MAHENDRA TIWARI,Everything is very nice in our library ......,5,IIT BHU Varanasi Library
Gajendra Kumar Meena,No Text,4,IIT BHU Varanasi Library
Harshit Verma,No Text,4,IIT BHU Varanasi Library
Manjit Gorayan,No Text,4,IIT BHU Varanasi Library
Raj Sagar,No Text,5,IIT BHU Varanasi Library
PIYUSH VAISHWANER 4-Yr B.Tech. Civil Engg.,No Text,4,IIT BHU Varanasi Library
Rachit Kabra,No Text,5,IIT BHU Varanasi Library
Joel Joseph,No Text,4,IIT BHU Varanasi Library
Abhishek Shukla,No Text,5,IIT BHU Varanasi Library
SHAILESH DEV,No Text,5,IIT BHU Varanasi Library
Vivek Kumar Verma,No Text,4,IIT BHU Varanasi Library
Srijita Tiwari,No Text,5,IIT BHU Varanasi Library
Shreyas Khandelwal,Variety of Good references can be found depending on your discipline,5,IIT BHU Varanasi Library
Anshul Asawa,Nice place to study,5,IIT BHU Varanasi Library
Rithesh sesham,No Text,5,IIT BHU Varanasi Library
CHANDAN RAJ,Great place,5,IIT BHU Varanasi Library
Jogendra Singh,No Text,5,IIT BHU Varanasi Library
Mukesh Kumar Manish,No Text,5,IIT BHU Varanasi Library
Naman Agarwal,Awesome reading room facility.,4,IIT BHU Varanasi Library
Akash Rodhiya,"Best place for study, without and nuisance",5,IIT BHU Varanasi Library
Mayank Kamal,No Text,5,IIT BHU Varanasi Library
updesh umrao,No Text,5,IIT BHU Varanasi Library
ANUJ AGRAWAL,No Text,5,IIT BHU Varanasi Library
prateek shukla,No Text,4,IIT BHU Varanasi Library
Utkarsh Dev,Nice place to study,4,IIT BHU Varanasi Library
Anchal Gupta,No Text,5,IIT BHU Varanasi Library
Sachin Singh,No Text,5,IIT BHU Varanasi Library
Pawas Suman,No Text,5,IIT BHU Varanasi Library
Jishnu,No Text,5,IIT BHU Varanasi Library
vishnumahanthy mohan,No Text,5,IIT BHU Varanasi Library
Manish Tak,"Good place to read.. good internet, furniture, environment..",4,IIT BHU Varanasi Library
Alakh Aggarwal,No Text,4,IIT BHU Varanasi Library
Ankit Soni,No Text,4,IIT BHU Varanasi Library
shubham maurya,Very comfortable and perfect place to study,5,IIT BHU Varanasi Library
Harshal Vaishnav,No Text,5,IIT BHU Varanasi Library
Ravi KUMAR,No Text,5,IIT BHU Varanasi Library
Aditya Chandra,Nice library,5,IIT BHU Varanasi Library
Prabal Krishna Sarania,No Text,5,IIT BHU Varanasi Library
Roshan Chauhan,No Text,5,IIT BHU Varanasi Library
kamal kant,No Text,5,IIT BHU Varanasi Library
Umang Jain,No Text,5,IIT BHU Varanasi Library
Shonit Dalmia,No Text,5,IIT BHU Varanasi Library
Jayesh K. Motwani,No Text,5,IIT BHU Varanasi Library
Aayush Agrawal,No Text,5,IIT BHU Varanasi Library
alok yadav,No Text,5,IIT BHU Varanasi Library
Kranti Kumar,No Text,5,IIT BHU Varanasi Library
Akash singh,No Text,5,IIT BHU Varanasi Library
UTKARSH TRIPATHI,No Text,5,IIT BHU Varanasi Library
Akul Gupta,No Text,5,IIT BHU Varanasi Library
Kapil Pushkar,No Text,4,IIT BHU Varanasi Library
dips _,No Text,5,IIT BHU Varanasi Library
vinay shah,No Text,5,IIT BHU Varanasi Library
Prateek Kumar,No Text,4,IIT BHU Varanasi Library
MANISH GANDHARV,Very nice,4,IIT BHU Varanasi Library
IITian Sunil Sir,"Nice,my favorite place for reading and research.nice place and nice facilities.thanx to director sir.",5,IIT BHU Varanasi Library
Ramkesh Patel,Great place to study and comfortable space to learn.,5,IIT BHU Varanasi Library
raj vikram singh,No Text,5,IIT BHU Varanasi Library
Abhinav Gupta,No Text,5,IIT BHU Varanasi Library
RAKESH DAS,No Text,4,IIT BHU Varanasi Library
naveen bisht,Great library,5,IIT BHU Varanasi Library
Utkarsh Tripathi,No Text,5,IIT BHU Varanasi Library
Sunil Sheshma,No Text,5,IIT BHU Varanasi Library
Pranay Kumar Urma,No Text,5,IIT BHU Varanasi Library
Naveen Saroj,No Text,4,IIT BHU Varanasi Library
Ajit singh shakya,No Text,5,IIT BHU Varanasi Library
Jatin Kumar,No Text,5,IIT BHU Varanasi Library
bubee ja (บู๋บี๋),No Text,5,IIT BHU Varanasi Library
ABHISHEK YADAV,No Text,5,IIT BHU Varanasi Library
Abhishek Sharma,No Text,5,IIT BHU Varanasi Library
vibhu vardhan singh,No Text,5,IIT BHU Varanasi Library
Ravi Gadwal,No Text,5,IIT BHU Varanasi Library
VIPIN VERMA,No Text,5,IIT BHU Varanasi Library
Shashwat Yadav,No Text,5,IIT BHU Varanasi Library
Anshika Jhamb,"Good infra, lot of books, good place to study, quiet and peaceful for self study, not advisable for group study. All modern equipments are there. Nice resource for students.",5,IIT BHU Varanasi Library
Kartika Ahuja,No Text,5,IIT BHU Varanasi Library
Krishna Kant Dubey,"A wonderful sitting place, splendid air conditioned rooms which can accommodate really a huge number of studious creatures. Provided with sockets at every seat, quality washrooms and water filters. One will really love to spend time here.",5,IIT BHU Varanasi Library
ABHIMANYU SONI,The best place to study in IIT campus!,5,IIT BHU Varanasi Library
Priyesh Kumar Singh,Newly constructed reading halls are nice,3,IIT BHU Varanasi Library
Aashish Motwani,No Text,5,IIT BHU Varanasi Library
Sumit Kumar,No Text,5,IIT BHU Varanasi Library
Prakhar Bansal,No Text,5,IIT BHU Varanasi Library
Anirudh Shivam,Peace,4,IIT BHU Varanasi Library
Harsheet Jain,No Text,5,IIT BHU Varanasi Library
Bawa,No Text,4,IIT BHU Varanasi Library
Animesh Mishra,No Text,5,IIT BHU Varanasi Library
Shivam Kumar,A place for efficient study for students of IIT-BHU.,4,IIT BHU Varanasi Library
Ayush Shukla,"It's one of the amazing places in IIT BHU  campus, equipped with modern infrastructure. This place has a great ambience for someone who loves studying. A great place to work too.",5,IIT BHU Varanasi Library
Surendra Meena,No Text,5,IIT BHU Varanasi Library
pranav Khisti,No Text,5,IIT BHU Varanasi Library
Shubham Pandey,"Great furniture, almost fully air conditioned.",5,IIT BHU Varanasi Library
Amar Dhage,No Text,5,IIT BHU Varanasi Library
Pankaj Maurya,Upgraded n finally the best facilities where u can spend the quality hours.,5,IIT BHU Varanasi Library
Debashish Nanda,No Text,5,IIT BHU Varanasi Library
Nikhil Kumar.,Always opens late and closes before time,1,IIT BHU Varanasi Library
akshat raj,No Text,1,IIT BHU Varanasi Library
Amrtanshu Raj,No Text,5,IIT BHU Varanasi Library
Keshav Sharma,No Text,5,IIT BHU Varanasi Library
vaibhav chauhan,No Text,5,IIT BHU Varanasi Library
kota yanasa,No Text,4,IIT BHU Varanasi Library
Tanmay Saha,"The Institute has one Main Library along with many Departmental Libraries. These libraries house more than 100,000 books and subscribe to a large number of scientific and technical journals. Online access to these journals is also possible. All the students are provided with text book bank facilities where a certain number of books are issued to them for the semester. Apart from this, students also enjoy the access to the central and cyber library of Banaras Hindu University.
IIT (BHU) Varanasi has formerly been known as the Banaras Engineering College (BENCO), the College of Mining and Metallurgy (MINMET), the College of Technology (TECHNO) and the Institute of Technology, Banaras Hindu University (IT-BHU). Its establishment is intimately linked with that of the Banaras Hindu University (BHU). The first convocation ceremony at BHU was held on 19 January 1919. The Chancellor of the University, Maharaja Krishnaraja Wadiyar of Mysore who had come to preside over and address the convocation, performed the opening ceremony of the Banaras Engineering College (BENCO) Workshop buildings. An Artisan Course was started on 11 February 1919. BHU has the credit of first starting degree classes in Mechanical Engineering, Electrical Engineering, Metallurgy and Pharmaceutics, thanks to the foresight of its founder, Pt. Madan Mohan Malaviya.",5,IIT BHU Varanasi Library
Adarsh Sonkar,It's best place for study and for discussion. It's a place where u can reach to great decision's,5,IIT BHU Varanasi Library
Anant Yadav,No Text,5,IIT BHU Varanasi Library
Kunal Sokhal,No Text,5,IIT BHU Varanasi Library
White Knight,No Text,5,IIT BHU Varanasi Library
Rajat Gupta,Quite in day but in evening there is rush,4,IIT BHU Varanasi Library
Suryakant Dubey,No Text,5,IIT BHU Varanasi Library
Abhishek Jaiswal,No Text,5,IIT BHU Varanasi Library
Vasu Agrawal,This place is nice to study,5,IIT BHU Varanasi Library
Vikas kumar Meena,Fantastic place to improve your knowledge without any intrupption.,5,IIT BHU Varanasi Library
Aayush Khandelwal,Peace here. Availability of lan ports and wifi. Have many books and journals.,5,IIT BHU Varanasi Library
Alen Shibu,No Text,5,IIT BHU Varanasi Library
Arya Shukla,No Text,4,IIT BHU Varanasi Library
Krishna Raj,No Text,5,IIT BHU Varanasi Library
Raj Kumar,"Highly cramped library, with shortage of quality books and rude librarians.",2,IIT BHU Varanasi Library
Titto Sunil John,More cozy and privacy of space after they built the first floor. Would prefer doing anything which requires focus here than anywhere else in the campus.,4,IIT BHU Varanasi Library
Utkarsh Gautam,No Text,5,IIT BHU Varanasi Library
Jāgroop Bhagat,No Text,4,IIT BHU Varanasi Library
Aradhya Mudgal,No Text,5,IIT BHU Varanasi Library
Abhishek Singh,Good,5,IIT BHU Varanasi Library
Abhishek Kumar Bhaskar,Good place to study!! But gets crowded near exams!!,4,IIT BHU Varanasi Library
Shubham Kumbhakar,No Text,5,IIT BHU Varanasi Library
HARSH RANGWANI,No Text,4,IIT BHU Varanasi Library
Rahul Thakkar,No Text,5,IIT BHU Varanasi Library
Akarsh Kandpal,No Text,3,IIT BHU Varanasi Library
Suraj kumar Bhardwaj,No Text,4,IIT BHU Varanasi Library
Ankit Yadav,No Text,5,IIT BHU Varanasi Library
Hitesh Bansal,No Text,5,IIT BHU Varanasi Library
Pradhan Singh,No Text,5,IIT BHU Varanasi Library
Rahul Dey,No Text,5,IIT Dhanbad (ISM) Library
Ayantik Biswas,"India's biggest academic library with 8 floor
E library facilities available",5,IIT Dhanbad (ISM) Library
Deepak Raj,No Text,5,IIT Dhanbad (ISM) Library
Nehaa Yadaraju,No Text,4,IIT Dhanbad (ISM) Library
Himanshu Sharma,No Text,5,IIT Dhanbad (ISM) Library
Amar,No Text,5,IIT Dhanbad (ISM) Library
GOVIND SINGH,No Text,5,IIT Dhanbad (ISM) Library
Kirti Goyal,No Text,5,IIT Dhanbad (ISM) Library
Susheel Nema,No Text,5,IIT Dhanbad (ISM) Library
Siddhanta Kumar Sahoo,No Text,5,IIT Dhanbad (ISM) Library
EASIEST WAY OF STUDYING,No Text,5,IIT Dhanbad (ISM) Library
Riya Saha,No Text,5,IIT Dhanbad (ISM) Library
Deshaj,No Text,5,IIT Dhanbad (ISM) Library
Syed Arif Hassan,Fees ky h ... answer me ... and ... ky h library is only for outsiders,3,IIT Dhanbad (ISM) Library
Debadri Bera,No Text,4,IIT Dhanbad (ISM) Library
Harsh Prakash,Very large and superb library....,5,IIT Dhanbad (ISM) Library
Aman yadav,No Text,5,IIT Dhanbad (ISM) Library
Sunny Gupta,Best during summer time and exam time.,5,IIT Dhanbad (ISM) Library
SKY,I loved the place such a wonderful environment in library for study and the facilities also nice.,5,IIT Dhanbad (ISM) Library
Ashmit Jain,No Text,5,IIT Dhanbad (ISM) Library
Dr D Sharan,Well organised set up,5,IIT Dhanbad (ISM) Library
suman sourav,No Text,5,IIT Dhanbad (ISM) Library
suns channel,No Text,5,IIT Dhanbad (ISM) Library
MD. SADDAM KHAN,No Text,2,IIT Dhanbad (ISM) Library
Manish Upreti,No Text,5,IIT Dhanbad (ISM) Library
Om Prakash mahato,No Text,5,IIT Dhanbad (ISM) Library
Pankaj Sharma,No Text,5,IIT Dhanbad (ISM) Library
rakesh tiwari,No Text,5,IIT Dhanbad (ISM) Library
Rupjyoti Doley,No Text,5,IIT Dhanbad (ISM) Library
Shanmukharao Raju,No Text,5,IIT Dhanbad (ISM) Library
imran khan,Very nice space 👌🥰😎 …,1,IIT Dhanbad (ISM) Library
Chahat Jain,No Text,4,IIT Dhanbad (ISM) Library
Rahul Kumar Yadav,No Text,4,IIT Dhanbad (ISM) Library
GHOSH SUPRIYO,"Very good place for studying but it's basically for the students of snmmch, so if someone from outside is hoping to come...then it's not for all .",5,IIT Dhanbad (ISM) Library
Abhay Kumar,No Text,4,IIT Dhanbad (ISM) Library
Nilesh Kumar,No Text,5,IIT Dhanbad (ISM) Library
Pandu Naik,No Text,5,IIT Dhanbad (ISM) Library
Yugesh Sharma,No Text,4,IIT Dhanbad (ISM) Library
Yash Vardhan,No Text,5,IIT Dhanbad (ISM) Library
Harsh Singh Sonwan,No Text,5,IIT Dhanbad (ISM) Library
Paromita Kundu,No Text,4,IIT Dhanbad (ISM) Library
Mahadeb Mondal,No Text,5,IIT Dhanbad (ISM) Library
Sumit Somani,No Text,5,IIT Dhanbad (ISM) Library
Pranshu,No Text,5,IIT Dhanbad (ISM) Library
Aniket Anand,No Text,5,IIT Dhanbad (ISM) Library
Saransh Shivhare,No Text,5,IIT Dhanbad (ISM) Library
Shubham Shekhar,No Text,5,IIT Dhanbad (ISM) Library
Prachi Vakshi,No Text,4,IIT Dhanbad (ISM) Library
VADDADI HARSHIT MOULI,No Text,5,IIT Dhanbad (ISM) Library
Aj Avi,No Text,3,IIT Dhanbad (ISM) Library
Priyanshu Mool,No Text,5,IIT Dhanbad (ISM) Library
Raj kumar saw,No Text,5,IIT Dhanbad (ISM) Library
Aysha Basheer,No Text,4,IIT Dhanbad (ISM) Library
Bikram Choudhary,No Text,5,IIT Dhanbad (ISM) Library
deepak,No Text,4,IIT Dhanbad (ISM) Library
Harsh Arora,No Text,5,IIT Dhanbad (ISM) Library
Chandra Prakash,No Text,5,IIT Dhanbad (ISM) Library
Dharavath Shalini,No Text,5,IIT Dhanbad (ISM) Library
Harsh Raj,No Text,5,IIT Dhanbad (ISM) Library
bikram singh,No Text,3,IIT Dhanbad (ISM) Library
Manish Kumar Gupta,No Text,5,IIT Dhanbad (ISM) Library
Himanshu Shakya,No Text,5,IIT Dhanbad (ISM) Library
Manish Kumar,No Text,4,IIT Dhanbad (ISM) Library
Nijhum Chowa,No Text,1,IIT Dhanbad (ISM) Library
ARCHANA SINGH,No Text,5,IIT Dhanbad (ISM) Library
Shubham Singh,"Spacious, centralised AC. But....students are making noise and creating mess. It's not a library anymore but a gossip area.",5,IIT Dhanbad (ISM) Library
PRIYANKA KHANDELWAL,No Text,5,IIT Dhanbad (ISM) Library
AVINASH KUMAR PRAJAPATI,No Text,5,IIT Dhanbad (ISM) Library
somya singh,No Text,4,IIT Dhanbad (ISM) Library
Sneha,No Text,5,IIT Dhanbad (ISM) Library
Vaishnavi Rasam,No Text,4,IIT Dhanbad (ISM) Library
Sai Satyam,Nice,5,IIT Dhanbad (ISM) Library
ANUP KUMAR SINGH,No Text,5,IIT Dhanbad (ISM) Library
Umashankar Yadav,No Text,5,IIT Dhanbad (ISM) Library
Prerana Roy,No Text,5,IIT Dhanbad (ISM) Library
Vishal Shivhare,No Text,1,IIT Dhanbad (ISM) Library
Arpit Srivastava,No Text,5,IIT Dhanbad (ISM) Library
Koushik Mukherjee,No Text,5,IIT Dhanbad (ISM) Library
Sparsh Agarwal,No Text,5,IIT Dhanbad (ISM) Library
priyanka soren,No Text,4,IIT Dhanbad (ISM) Library
RAM DAYAL MAURYA MA 71 (C 166),No Text,4,IIT Dhanbad (ISM) Library
Ratul Mukherjee,No Text,5,IIT Dhanbad (ISM) Library
Asim Haldar,This place is very nice. Open till 11.59 pm and AC room and super fast internet . All study table consisting a charge plug.,5,IIT Dhanbad (ISM) Library
Vinay Gundam,No Text,1,IIT Dhanbad (ISM) Library
asutosh sahoo,No Text,5,IIT Dhanbad (ISM) Library
Samridhi Sinha,No Text,5,IIT Dhanbad (ISM) Library
Avinash Ranjan,No Text,5,IIT Dhanbad (ISM) Library
Hritik Anand,Osm place to study 🤑 …,5,IIT Dhanbad (ISM) Library
Raushan Kumar,One of the best place in india. Best facility for self  study and it is on of the best and modern library of india. Also called as best library in Asia's 2nd best mining institute iitism dhanbad.,5,IIT Dhanbad (ISM) Library
Adesh Kumar,No Text,5,IIT Dhanbad (ISM) Library
Shiva Cheda,One of best place to study. It's has silent environment and has everybooks.,5,IIT Dhanbad (ISM) Library
Abhishek Desai,Outstanding,5,IIT Dhanbad (ISM) Library
Arun Biswas,No Text,5,IIT Dhanbad (ISM) Library
vishal bharti,No Text,5,IIT Dhanbad (ISM) Library
Suraj Rout,Great 👍 …,5,IIT Dhanbad (ISM) Library
Rakesh,No Text,4,IIT Dhanbad (ISM) Library
Narendra Gavali,No Text,5,IIT Dhanbad (ISM) Library
gaurav solanki,No Text,5,IIT Dhanbad (ISM) Library
Sajal Debnath,No Text,4,IIT Dhanbad (ISM) Library
Akshat kumar Tripathi,No Text,5,IIT Dhanbad (ISM) Library
Abhijith,No Text,5,IIT Dhanbad (ISM) Library
shashi saurav,No Text,5,IIT Dhanbad (ISM) Library
Sandhya Sonkar,No Text,1,IIT Dhanbad (ISM) Library
Muskan,No Text,5,IIT Dhanbad (ISM) Library
Latha devi Puli,No Text,5,IIT Dhanbad (ISM) Library
Abuzar Shakeel,No Text,5,IIT Dhanbad (ISM) Library
Akash kumar,No Text,5,IIT Dhanbad (ISM) Library
AMAN MALHOTRA,No Text,4,IIT Dhanbad (ISM) Library
Prajwal Kayalkar,No Text,5,IIT Dhanbad (ISM) Library
PK BHU IIT ISM Dhanbad,No Text,4,IIT Dhanbad (ISM) Library
Geetanjali,No Text,5,IIT Dhanbad (ISM) Library
Vicky kumar,It was nice experience at the library,5,IIT Dhanbad (ISM) Library
Tanya Anshum,No Text,5,IIT Dhanbad (ISM) Library
Atharv Kamble,No Text,5,IIT Dhanbad (ISM) Library
Rajendra Kumar Das,No Text,5,IIT Dhanbad (ISM) Library
PRADEEP AMBEDKAR,No Text,4,IIT Dhanbad (ISM) Library
Hardik Sharma,No Text,3,IIT Dhanbad (ISM) Library
k vivek,No Text,5,IIT Dhanbad (ISM) Library
Joy,No Text,5,IIT Dhanbad (ISM) Library
Rajat Vishal,No Text,5,IIT Dhanbad (ISM) Library
Amlan Dutta,Good quiet place for studying . Not pleased about the book collection.,4,IIT Dhanbad (ISM) Library
61_Ayush Raj,Excellent collection of books and facility of studying area.,5,IIT Dhanbad (ISM) Library
Binaykumar Behera,No Text,5,IIT Dhanbad (ISM) Library
raj bhardwaj bihar,No Text,1,IIT Dhanbad (ISM) Library
SUBHASHIS MONDAL,No Text,4,IIT Dhanbad (ISM) Library
Pamuleshwar Prakash Chaudhary,No Text,5,IIT Dhanbad (ISM) Library
Ujjwal Pathak,No Text,5,IIT Dhanbad (ISM) Library
"Rudransh 1b , roll no - 7",No Text,5,IIT Dhanbad (ISM) Library
Salman Gulzar,No Text,5,IIT Dhanbad (ISM) Library
satyam pahariya,A peaceful place to study. This place has various books related to engineering and research. This place also has a reading hall.,5,IIT Dhanbad (ISM) Library
Bogi Ramana,No Text,5,IIT Dhanbad (ISM) Library
A D Tiwari,No Text,5,IIT Dhanbad (ISM) Library
AMIY GOVIND SINGH,Good place especially second and third floors,5,IIT Dhanbad (ISM) Library
Gourav,Huge space with good facilities,5,IIT Dhanbad (ISM) Library
Somnath Pandey (Som),No Text,5,IIT Dhanbad (ISM) Library
Varun Balwani,No Text,5,IIT Dhanbad (ISM) Library
Scot Riddle,No Text,5,IIT Dhanbad (ISM) Library
Nishika Kashyap,No Text,5,IIT Dhanbad (ISM) Library
Miran Sheikh,Nice,4,IIT Dhanbad (ISM) Library
PRITHVIa SINGH,No Text,5,IIT Dhanbad (ISM) Library
gyamar punung,No Text,5,IIT Dhanbad (ISM) Library
Arindam Roy,No Text,5,IIT Dhanbad (ISM) Library
SHAHNAWAZ SALIM,No Text,5,IIT Dhanbad (ISM) Library
Dushyant Sankhla,No Text,5,IIT Dhanbad (ISM) Library
rachit rahul,No Text,5,IIT Dhanbad (ISM) Library
Abhishek Singh,No Text,5,IIT Dhanbad (ISM) Library
Ankit Pal,No Text,5,IIT Dhanbad (ISM) Library
Reena Jangra,No Text,5,IIT Dhanbad (ISM) Library
Goutami Das,"📚💻🎓✍️✔️
🚽🚗🚲📺✔️
🥪🍔🌭🍟🍕🌯🥙🥘🍨🍦🍗✔️ …",5,IIT Dhanbad (ISM) Library
Khushi Sharma,No Text,5,IIT Dhanbad (ISM) Library
Suraj kumar,No Text,5,IIT Dhanbad (ISM) Library
Rantidev,No Text,5,IIT Dhanbad (ISM) Library
POLIPALLI MADHUSUDHANA RAO,No Text,5,IIT Dhanbad (ISM) Library
Akkash K S,"Central Library of IIT (ISM), Dhanbad is a very well maintained Library.
I can stay in the reading area whole day.
Internet facility is very good over here.
A great place to study.
No wonder why it is Asia's second largest technical library.",5,IIT Dhanbad (ISM) Library
Sandeep Kumar,No Text,5,IIT Dhanbad (ISM) Library
Aditya Deshwal,No Text,5,IIT Dhanbad (ISM) Library
Ayush Raj,No Text,5,IIT Dhanbad (ISM) Library
Sourav Mandal,No Text,5,IIT Dhanbad (ISM) Library
Shivanshu Kumar,No Text,5,IIT Dhanbad (ISM) Library
ashish kumar,No Text,5,IIT Dhanbad (ISM) Library
Sonakshi Hazra,IIT ISM DHANBAD Central library is awesome.,5,IIT Dhanbad (ISM) Library
adarsh,No Text,5,IIT Dhanbad (ISM) Library
saurav mittal,No Text,5,IIT Dhanbad (ISM) Library
pran kumar,No Text,5,IIT Dhanbad (ISM) Library
SR dot com,No Text,5,IIT Dhanbad (ISM) Library
The Red IITIAN,No Text,5,IIT Dhanbad (ISM) Library
Vishal Malo,No Text,5,IIT Dhanbad (ISM) Library
Lokendra Singh Rajput,Superb.,5,IIT Dhanbad (ISM) Library
Prince Pratap,No Text,5,IIT Dhanbad (ISM) Library
Anshuman Ojha,No Text,5,IIT Dhanbad (ISM) Library
Shivam Yadav,No Text,5,IIT Dhanbad (ISM) Library
Rahil Jain,No Text,5,IIT Dhanbad (ISM) Library
Prerna Sharma,Is this library open for Students of ISM ?,1,IIT Dhanbad (ISM) Library
Vuppalapati Jahnavi,No Text,5,IIT Dhanbad (ISM) Library
Anjali,No Text,5,IIT Dhanbad (ISM) Library
Ashok kumar,No Text,5,IIT Dhanbad (ISM) Library
Abdul_khaleq Mohammed,No Text,4,IIT Dhanbad (ISM) Library
Subhajit Sarkar,No Text,5,IIT Dhanbad (ISM) Library
Kumar Ayush,No Text,5,IIT Dhanbad (ISM) Library
Nabik Mandal,No Text,5,IIT Dhanbad (ISM) Library
Chenreddy Tirupathi,No Text,5,IIT Dhanbad (ISM) Library
Ekta Bindal,No Text,5,IIT Dhanbad (ISM) Library
Supesh Sinha,Best place currently in IIT Dhanbad. Gives the feeling of an IIT. Equipped with all the facilities needed and proved the perfect environment for studying.,5,IIT Dhanbad (ISM) Library
Anany Misra,No Text,5,IIT Dhanbad (ISM) Library
THARUN GUGULOTHU,No Text,4,IIT Dhanbad (ISM) Library
RAHUL PERUMAL,No Text,5,IIT Dhanbad (ISM) Library
Vandana Srivastava,No Text,5,IIT Dhanbad (ISM) Library
MOHIT ANAND,It's a largest Library of Asia and it contains 7 floors with huge sitting capacity.... First floor contains books with sitting area but personal books and bags are not allowed. At the 4th floor only reading hall with huge sitting capacity.....,4,IIT Dhanbad (ISM) Library
Ayan Das,No Text,4,IIT Dhanbad (ISM) Library
Siddhartha Gaur,No Text,5,IIT Dhanbad (ISM) Library
Rishikesh Sharma,No Text,5,IIT Dhanbad (ISM) Library
Shubhanshu Jain,No Text,5,IIT Dhanbad (ISM) Library
Abhijit Roy,No Text,5,IIT Dhanbad (ISM) Library
Indraudh Sarkar,Asias 2nd largest library.You will get everything if you are a IIT Dhanbad student,5,IIT Dhanbad (ISM) Library
vamshi pulluri,An excellent environment and good place to study,5,IIT Dhanbad (ISM) Library
Sudipta Sil,No Text,5,IIT Dhanbad (ISM) Library
Mohit Pratap singh,No Text,5,IIT Dhanbad (ISM) Library
Nandan Singh,Excellent Library,5,IIT Dhanbad (ISM) Library
SUBHAM PARMAR,Good experience,5,IIT Dhanbad (ISM) Library
Siddhartha Mukharjee,No Text,5,IIT Dhanbad (ISM) Library
Ashwant Tuty,No Text,5,IIT Dhanbad (ISM) Library
swayoma bose,No Text,5,IIT Dhanbad (ISM) Library
Pranay p goud,No Text,5,IIT Dhanbad (ISM) Library
Prof Abhishek IITR,I found almost every book of my interest.,5,IIT Dhanbad (ISM) Library
Ujjwal Jindal,No Text,5,IIT Dhanbad (ISM) Library
Meda Uday,No Text,5,IIT Dhanbad (ISM) Library
